"Address","Occurrences","Title 1","Title 1 Length","Title 1 Pixel Width","Indexability","Indexability Status"
"https://unityverseacademy.com/kategori/animasyon-egitimleri-248/","1","Animasyon Eğitimleri","20","189","Indexable",""
"https://unityverseacademy.com/sayfa/iptal-ve-iade-kosullari-28/","1","İptal ve İade Koşulları","23","191","Indexable",""
"https://unityverseacademy.com/kategori/mimarlik-egitimleri-259/","1","Mimarlık Eğitimleri","19","168","Indexable",""
"https://unityverseacademy.com/sayfa/hakkimizda-25/","1","Hakkımızda","10","105","Indexable",""
"https://unityverseacademy.com/kategori/ozel-dersler-256/","1","Özel Dersler","12","109","Indexable",""
"https://unityverseacademy.com/tum-urunler/","1","Tüm Ürünler","11","111","Indexable",""
"https://unityverseacademy.com/blog/","1","Blog","4","39","Indexable",""
"https://unityverseacademy.com/kategori/dil-egitimleri-257/","1","Dil Eğitimleri","14","113","Indexable",""
"https://unityverseacademy.com/kategori/matematik-ozel-ders-267/","1","Matematik Özel Ders","19","188","Indexable",""
"https://unityverseacademy.com/kategori/yazilim-egitimleri-245/","1","Yazılım  Eğitimleri","19","156","Indexable",""
"https://unityverseacademy.com/urun/rhino-egitimi-24-saat-online-ozel-ders-1131/","1","Rhino Eğitimi","13","117","Indexable",""
"https://unityverseacademy.com/urun/revit-egitimi-yuz-yuze-1581/","1","Revit Eğitimi","13","112","Indexable",""
"https://unityverseacademy.com/os/kariyer-is-14/","1","KARIYER iŞ","10","100","Indexable",""
"https://unityverseacademy.com/urun/autocad-egitimi-1519/","1","AutoCAD Eğitimi","15","148","Indexable",""
"https://unityverseacademy.com/blog-detay/zbrush-kursu-egitimi-296/","1","Zbrush Kursu Eğitimi","20","186","Indexable",""
"https://unityverseacademy.com/urun/lumion-egitimi-1130/","1","Lumion Eğitimi","14","134","Indexable",""
"https://unityverseacademy.com/urun/fizik-egitimi-ozel-ders-1429/","1","Fizik Eğitimi  Özel Ders","24","199","Indexable",""
"https://unityverseacademy.com/urun/3ds-max-egitimi-10-saat-ozel-ders-1446/","1","3Ds Max Eğitimi","15","144","Indexable",""
"https://unityverseacademy.com/urun/proje-yonetimi-egitimi-1126/","1","Proje Yönetimi Eğitimi","22","199","Indexable",""
"https://unityverseacademy.com/blog-detay/3dsmax-kursu-294/","1","3DSMax Kursu","12","131","Indexable",""
"https://unityverseacademy.com/urun/3ds-max-egitimi-30-saat-ozel-ders-1128/","1","3Ds Max Eğitimi","15","144","Indexable",""
"https://unityverseacademy.com/blog-detay/maya-egitimi-285/","1","Maya Eğitimi","12","115","Indexable",""
"https://unityverseacademy.com/urun/revit-egitimi-online-1129/","1","Revit Eğitimi","13","112","Indexable",""
